id_leggo,sigla,username,text,interactions,date
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"ENTENDA A PEC 186/2019 E A QUESTÃO DOS SERVIDORES:  O problema é mais complexo (e até mais grave) do que parece. Por isso, é insuficiente dizer apenas que os salários dos servidores estão congelados por 15 anos.  Siga esse🧶 em que tento explicar os efeitos da PEC 186.+",1108,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Estou acompanhando a PEC 186/2019 enquanto releio notícias para um artigo.  Sobre a pandemia, há um ano, o Brasil vive o famoso “deixa que eu deixo“ dos jogos de vôlei.",62,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Para a sociedade brasileira entender: a PEC 186/2019 não é a PEC do Auxílio Emergencial de 2021. Ao contrário, é a PEC que LIMITA o Auxílio Emergencial a R$44bi, permitindo apenas R$175 a R$375 por poucos meses. Vai beneficiar 32 milhões de brasileiros, contra 68 milhões em 2020.",343,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,RESUMO DA INCIDÊNCIA NA PEC 186/2019 - a #PECdaChantagem. CÂMARA DOS DEPUTADOS: VENCEMOS: na preservação dos fundos públicos e na permissão às progressões de carreira. PERDEMOS: salários estão congelados e NÃO DERRUBAMOS o teto de R$44bi ao Auxílio Emergencial. Mas vamos lutar! +,231,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,VITÓRIA!  CONSEGUIMOS PRESERVAR TODOS OS FUNDOS PÚBLICOS NA PEC 186/2019!  #600SemDesmonte!,1242,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"A saída é rejeitar a PEC 186/2019 e exigir a edição de uma MP exclusivamente dedicada ao Auxílio Emergencial, e sem o teto de R$ 44 bilhões. Para financiá-lo o Brasil deve declarar Estado de Calamidade Pública e revogar a EC 95/2016. +",61,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Em segundo lugar, em troca de um Auxílio Emergencial imprescindível, e absurdamente limitado pelo teto de R$ 44 bilhões, a PEC 186/2019 introduz um gatilho à absurda Reforma Administrativa do serviço público da União, mas também obriga Estados e Municípios a seguirem o exemplo. +",42,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Por que chamamos a PEC 186/2019 de #PECdaChantagem?  Em primeiro lugar, ela impôs um teto de R$ 44 bilhões ao Auxílio Emergencial para o ano de 2021. E isso é irrisório para dar o URGENTE socorro econômico às famílias.   &lt;&lt;Siga o fio🧶 de 7 tuítes&gt;&gt; +",223,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Após imensa luta nossa, com um trabalho hercúleo do @andrepdt12 na relatoria da matéria, aprovamos a vinculação de 50% do Fundo Social do Pré-Sal para a Educação. Agora, com a PEC 186/2019, Bolsonaro quer tirar esses recursos da educação pública, em plena pandemia. Vamos lutar!",343,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"A PEC 186/2019 precisa ser alterada na Câmara dos Deputados, por dois motivos: 1) Não há justiça social sem serviço público; 2) Sem Auxílio Emergencial não vamos vencer a pandemia.  Por isso, #ServicoPublicoeAuxilioSim!",125,2021-03-08
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"ANÁLISE: A mobilização que coordenamos, #AuxílioSIMDesmonteNÃO, foi vitoriosa. Preservamos o financiamento da saúde e da educação no patamar atual. Mas a Reforma Administrativa ficou engatilhada na PEC 186/2019. Por isso, precisamos permanecer em estado de mobilização.",218,2021-03-01
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Bolsonaro quer tirar R$ 95,7 bilhões da educação de Estados e Municípios.  Passamos o final de semana calculando o impacto da PEC 186/2019 para a educação de Estados e Municípios: R$ 95,7 bilhões. Além da drástica redução do valor aluno/ano.  ➡️ Leia aqui: https://t.co/SfLQ91iRbz",241,2021-03-01
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"@mat_alencastro Mas voltando a algo prático, ajude na pressão à aprovação do Auxílio Emergencial, mas sem desmonte das políticas sociais. Votação da PEC 186/2019. Amanhã lançamos NT sobre o assunto. Conto contigo. Criamos a TAG: #AuxilioSimDesmonteNao. Se puder usar, também ajuda.",1,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"A discussão fundamental agora é sobre controlar a pandemia de Covid-19, salvar vidas. Isso exige 3 prioridades: lockdown (com fechamento de escolas), avanço da vacinação e auxílio emergencial. Sobre o auxílio, precisamos votar a PEC 186/2019 na nossa linha: #AuxílioSimDesmonteNão",305,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,PEC 186/2019: estamos virando o jogo. #AuxilioSimDesmonteNao! https://t.co/8SNL8ukYep,313,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Primeira VITÓRIA 👊! PEC 186/2019: como resultado da nossa pressão de ontem e hoje, o governo Jair Bolsonaro teve que ceder. Agora apresentará novo relatório na terça-feira 2/3. Que seja um texto apenas dedicado ao Auxílio Emergencial!  #AuxilioSimDesmonteNao",450,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Começa a discussão da PEC 186/2019 no plenário do Senado Federal.  Nossa posição: votar apenas o Auxílio Emergencial, debatê-lo e aprová-lo com a celeridade necessária.  #AuxilioSimDesmonteNao",212,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Pessoal, ontem ficamos em 8o nos TT. Hoje em 2o. Nossa tag #AuxilioSimDesmonteNao tomou conta do debate político!  Segue o debate sobre a PEC 186/2019 no Senado Federal. Graças ao nosso trabalho, estou esperançoso com a vitória. Contudo, seguimos na marcação sobre pressão! 👊",663,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Dira Paes está na luta contra a PEC 186/2019. E você? Obrigado, Dira 💜 https://t.co/Ns7rHv6mM8",186,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,Entrevista que concedi sobre a PEC 186/2019. 👇 https://t.co/z24PZ7yjwO,44,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Aspas minhas sobre a PEC 186/2019, publicadas em reportagem da Folha: “Para o futuro, representa nenhuma expansão (da educação) e cada vez mais avanço do sistema privado. O resultado é exclusão social e prejuízo à saúde. Ignorância e morte.“ #PEC186Não https://t.co/GKSsuJYkan",236,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"Não existe boa gestão educacional sem os recursos minimamente necessários. Essa falsa ponderação “é preciso mais recursos, mas há muitos problemas de gestão“ mais atrapalha que ajuda na luta contra a PEC 186/2019. Em um país sem água potável em escola pública, isso é só elitismo.",363,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,"#Urgente PEC 186/2019  Há risco de Márcio Bittar (MDB-AC) propor o fim das vinculações para saúde e educação. Ele não diz que sim, nem que não - justifica que o texto não está pronto; porém há uma versão circulando. Para ficar claro: o fim das vinculações é inaceitável, um crime.",680,2021-02-22
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,danielcara,Importante: a PEC 186/2019 deve ir a voto. 👆,22,2021-02-15
fe7cfbab57365f881a499a0d4d95377f,PEC 15/2015,danielcara,"@marcallkz @tabataamaralsp @rigoni_felipe @TiagoMitraud @RaulHenry @pedroocl @RodrigoMaia @TodosEducacao Site da Câmara, tramitação da Matéria. PEC 15/2015.",1,2020-07-20
34d718f1cd9d10f46749a48041456be4,PL 3267/2019,depjuscelino,"O #tbt de hoje, um dia após a derrubada do veto 52/20, não poderia ser sobre outro tema. Foi em 23 de junho do ano passado que a @camaradeputados aprovou, pela primeira vez, meu substitutivo ao PL 3267/2019, com necessárias mudanças no Código de Trânsito.#JuscelinoFilho https://t.co/RVA3BVm9Kl",6,2021-03-15
34d718f1cd9d10f46749a48041456be4,PL 3267/2019,depjuscelino,"Neste dia, há exatamente um ano, apresentei na @camaradeputados meu substitutivo ao PL 3267/2019, com alterações no Código de Trânsito Brasileiro. Na ocasião, falei à TV Globo sobre o assunto. https://t.co/nu6fW0K5Cl",3,2020-11-23
39873bc6679d7a6349c92cd7c9d974ea,PEC 10/2013,deprosanavalle,"Estamos aguardando que a Câmara vote 🗳️ a PEC 10/2013, que acaba com o foro privilegiado de parlamentares, ministros, juízes, governadores, procuradores, entre outros. O texto já foi aprovado no Senado ✅. Quem não deve, não tem o que temer!  #fimdoforoprivilegiado #RosanaValle https://t.co/DhgObPP83e",69,2020-07-27
fe7cfbab57365f881a499a0d4d95377f,PEC 15/2015,depsanderson,"Hoje vou participar de debate sobre a PEC 15/2015, que trata sobre o Fundeb. Será às 12h, na CNN. Vamos transmitir o programa no Facebook. Acompanhe! @CNNBrasil #Fundeb #Debate #GovernoBolsonaro #VamoBrasil🇧🇷 https://t.co/08C9B9fkOx",29,2020-07-13
34d718f1cd9d10f46749a48041456be4,PL 3267/2019,depsanderson,"A Câmara dos Deputados acaba de aprovar o PL 3267/2019, de autoria do Governo Bolsonaro, que reformula o Código de Trânsito Brasileiro. Entre os pontos alterados está a validade da Carteira Nacional de Habilitação que passa a ser de 10 anos para condutores de até 50 anos. https://t.co/hVF4Uaxp14",270,2020-06-22
0ce3875f857ba2244559639440563080,MPV 966/2020,depsanderson,Estou ao vivo agora na Rádio Câmara falando sobre a MP 966/2020. Acompanhe: https://t.co/uWKKbHgwqF,35,2020-05-25
0f925a3f704fcb3996b9e0201bc5d154,MPV 946/2020,depsanderson,Governo @jairbolsonaro publica a MP 946/2020 p/ permitir a liberação de saques de até R$ 1.045 das contas ativas e inativas do FGTS. Os saques estarão liberados a partir de 15 de junho. Essa é mais uma ação do governo federal p/ auxiliar os brasileiros durante a crise coronavírus https://t.co/gS2t8Wt5SA,104,2020-04-06
39873bc6679d7a6349c92cd7c9d974ea,PEC 333/2017,depsanderson,"A PEC do fim do Foro Privilegiado está PARADA na @camaradeputados há mais de 450 dias. Esta é a razão pela qual protocolei, na sexta, requerimento p/ q o presidente da Casa inclua o quanto antes, na ordem do dia da Câmara, a PEC 333/2017 q põe fim a esse verdadeiro absurdo. https://t.co/vhP10KIhxw",81,2020-03-09
70273486ab6f0eef25ca493b5bc6f2bc,PL 6438/2019,depsanderson,"Apresentei uma emenda ao PL 6438/2019, do Poder Executivo, para aprimorar a proposta de ampliação de posse e porte de arma de fogo,  e conceder ao agente socioeducativo o porte funcional. Leia a matéria completa e confira todas as alterações propostas https://t.co/w8rfhJjpk1",39,2020-02-10
7c4cbac341769f758f433b3f2e0c08c9,PL 3723/2019,depsanderson,"Mais uma vez tentando votar o PL 3723/2019, nova lei de ARMAS. Já estamos na 6ª tentativa de votar o projeto, que representa o interesse de milhares de brasileiros “de bem” que precisam exercer o seu direito de legítima defesa e para isso a utilização de arma de fogo é essencial.",199,2019-11-04
7c4cbac341769f758f433b3f2e0c08c9,PL 3723/2019,depsanderson,"Em breve retomaremos na @camaradeputados votação do PL 3723/2019 (Lei de Armas), com o substitutivo do Deputado @lexandreleite , para finalmente ver o direito constitucional de legítima defesa garantido de fato, além de assegurar liberdade para os praticantes de tiro desportivo.",53,2019-10-28
7c4cbac341769f758f433b3f2e0c08c9,PL 3723/2019,depsanderson,"Finalmente iniciamos a discussão do PL 3723/2019 (Lei de Armas), interrompida em virtude obstrução da oposição. O término da discussão será amanhã, quando o PL será votado. Temos votos para aprová-lo. @jairbolsonaro @BolsonaroSP @lexandreleite @camaradeputados @deputadocapitao",130,2019-10-28
7c4cbac341769f758f433b3f2e0c08c9,PL 3723/2019,depsanderson,"O PL 3723/2019 é o único item da pauta de hoje e vai contar com o apoio da maior Frente da Câmara dos Deputados, a Frente Parlamentar da Segurança Pública, garante o presidente da frente e da Comissão de Segurança Pública, Capitão Augusto. #PLdasArmas @deputadocapitao https://t.co/3aB8FcPqm7",62,2019-10-28
7c4cbac341769f758f433b3f2e0c08c9,PL 3723/2019,depsanderson,"PL 3723/2019 (Lei de Armas) pautado para hoje. Ordem do Dia @camaradeputados terá início às 17:00 p/ discussão. Votação será a partir das 18:30. Estamos acompanhando tudo de perto para que, desta vez, o projeto seja votado e aprovado. @jairbolsonaro @lexandreleite  @RodrigoMaia",313,2019-10-28
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,dep_zecarlospt,"Participo neste momento do debate promovido pelo Sindicato Nacional dos Docentes das Instituições de Ensino Superior - APRUMA, sobre a PEC 186/2019 a PEC 32/2020. Estamos vigilantes a tudo que propõe desmontar os nossos direitos básicos como a educação e saúde! #NenhumPassoAtrás https://t.co/FyLbbZeGnq",1,2021-03-08
c2381a77cbfef5cc2a63907f8000f808,PEC 32/2020,dep_zecarlospt,"Participo neste momento do debate promovido pelo Sindicato Nacional dos Docentes das Instituições de Ensino Superior - APRUMA, sobre a PEC 186/2019 a PEC 32/2020. Estamos vigilantes a tudo que propõe desmontar os nossos direitos básicos como a educação e saúde! #NenhumPassoAtrás https://t.co/FyLbbZeGnq",1,2021-03-08
8146c938a148a04cf2a216d4f2461258,PL 399/2015,deputadobacelar,"Participei da reunião da Comissão Especial da Cannabis Medicinal nesta terça-feira. Na sessã o relator, @LucianoDucci, leu o seu parecer sobre o PL 399/2015. Grande avanço. Discussão e votação no dia 17 de maio. Parabéns a todos, especialmente @pauloteixeira13 e @LucianoDucci.",11,2021-04-19
250f8e89fe3d20d43b5c1b87cd737589,PEC 186/2019,deputadobacelar,"A PEC 186/2019 revoga as vinculações para educação e saúde, afrontando os direitos sociais. É a sequência da EC 95/2016, o teto de gastos públicos. Não é Reforma, é retrocesso. #AuxilioSimDesmonteNão",1,2021-02-22
933fdcb49f16314b391f549a06550e78,PL 5555/2020,desesquerdizada,O senador @angelocoronel_ criou o PL 5555/2020 para PRENDER POR DOIS A OITO ANOS quem se recusar a tomar vacina obrigatória “em situação de emergência de saúde pública“. Acesse o perfil dele marcado acima e deixe uma mensagem pública “carinhosa“ para este “brilhante“ senador.,562,2020-12-21
faa28548a976b41a6261f64b7d3e931c,PL 2630/2020,desesquerdizada,"NO SENADO: Após resistência de diversas bancadas, o @davialcolumbre adiou a votação do PL 2630/2020, a Lei da Censura na Internet, para a próxima terça-feira (30).",580,2020-06-22
faa28548a976b41a6261f64b7d3e931c,PL 2630/2020,desesquerdizada,O estado não deve definir o que é “verdade“ ou não. E muito menos não deve institucionalizar “agências de checagem“ transformando-as em agências de censura. Quem realmente defende a liberdade de expressão é contra o PL 2630/2020 do @Sen_Alessandro. #LeiDaCensuraNao,1049,2020-05-25
f0eaf37e4e262fd07c22ccd484ce886d,PL 5029/2019,desesquerdizada,"PL 5029/2019 que abre brecha para aumentar o fundão eleitoral - e outras aberrações no projeto original que o Senado derrubou, mas os deputados poderão retomar - deve ser votado no plenário da Câmara HOJE. @RodrigoMaia quer aprovar o fundão às nossas custas. #FundãoNão!",515,2019-09-16
f0eaf37e4e262fd07c22ccd484ce886d,PL 5029/2019,desesquerdizada,"AGORA: O PL 5029/2019 que abre uma brecha para aumentar o fundão eleitoral - e outras aberrações no projeto original que o Senado derrubou hoje, mas os deputados poderão retomar - já entrou na pauta de votação do plenário da Câmara para amanhã. Que agilidade! #FundãoNão!",1178,2019-09-16
f0eaf37e4e262fd07c22ccd484ce886d,PL 5029/2019,desesquerdizada,"@alvarodias_ Boa, senador! Podemos contar com todos os senadores do @podemos19 votando contra o PL 5029/2019? #MaisFundaoNao",156,2019-09-16
f0eaf37e4e262fd07c22ccd484ce886d,PL 5029/2019,desesquerdizada,"Senado pode aprovar hoje o PL 5029/2019 que permite o uso do nosso dinheiro para gastos ilimitados com advogados (incluindo Caixa 2 e defesa de corruptos), propaganda de partidos em ano não-eleitoral e dificulta punições. Pressione os senadores contra este absurdo! #MaisFundaoNao",2052,2019-09-16
118c44a111b807ee8150f8ae25d1ca50,MPV 881/2019,desesquerdizada,NO SENADO: MP 881/2019 (“Liberdade Econômica“) foi aprovada. A matéria vai a sanção presidencial.,1975,2019-08-19
d8a02979d2829415b1b87a300ce96d86,PL 3261/2019,desesquerdizada,"@Manoelsneto_ @SorayaThronicke Não foi urgência para a MP do Saneamento, mas para o PL 3261/2019 com tema similar. A MP venceu hoje.",40,2019-06-03
8023a643cd263b9ef8a530ae4a2990d7,MPV 870/2019,desesquerdizada,"AGORA: @SenadoFederal inicia sessão para votar a MP 870/2019, da reforma administrativa. O presidente da Casa, Davi Alcolumbre, leu carta em que o presidente Jair Bolsonaro apela em favor da aprovação da MP como saiu da Câmara.",1757,2019-05-27
d51d8c078dab1676b4c24b67fc66d4dd,PEC 6/2019,desesquerdizada,As pautas mais importantes para as próximas semanas: - MP 870 (Reforma Administrativa); - MP 868 (para melhorar o saneamento básico no Brasil); - MP 871 (combate às fraudes no INSS); - PEC 6/2019 (Reforma da Previdência); - PLN 4/2019 (crédito suplementar). Fica a dica! ;),5039,2019-05-20
8023a643cd263b9ef8a530ae4a2990d7,MPV 870/2019,desesquerdizada,AGORA: @camaradeputados acata o destaque do @partidonovo30 / @novonacamara que retira o “jabuti“ contrário aos auditores da Receita Federal da MP 870/2019. A votação da matéria foi concluída na Câmara e segue para o Senado.,1729,2019-05-20
8023a643cd263b9ef8a530ae4a2990d7,MPV 870/2019,desesquerdizada,"Da mesma forma que enchemos o saco, nós também damos parabéns: para @PSL_Nacional / @pslnacamara e @partidonovo30 / @novonacamara. Foram guerreiros essa noite em defesa da MP 870/2019!",1986,2019-05-20
8023a643cd263b9ef8a530ae4a2990d7,MPV 870/2019,desesquerdizada,"Boa noite, @tabataamaralsp! Notamos que você não deu o ar da sua graça na Câmara dos Deputados nesta quarta-feira à noite, em plena votação da MP 870/2019. Estava tomando um chá com o Lemann?",8562,2019-05-20
faa28548a976b41a6261f64b7d3e931c,PL 2630/2020,dilmaresiste,"A PL PL 2630/2020 criminaliza as fake news, por isso o bolsonarismo está votando contra. Eles precisam mentir mentir e mentir,  VOTE SIM Á CRIMINALIZAÇÃO! Ela tem que ser APROVADA! Clique aqui  https://t.co/24YWGmnwIC  #Resistencia785Dias #votemSIM Nosso Instagram @DilmaResiste https://t.co/dr3gZCO1Bg",159,2020-05-25
d51d8c078dab1676b4c24b67fc66d4dd,PEC 6/2019,dilmaresiste,"A PEC 6/2019 é um Cavalo de Troia. Vem para retirar o sistema de Previdência da Constituição. Para depois poder alterar com menos esforço, por lei complementar, os direitos previdenciários dos brasileiros https://t.co/wn8PCAmF67 #LulaLivreQuartaSDV #Resistencia375Dias",17,2019-04-15
44e86d21ea623b627cd744f6cb8aede4,PL 707/2019,douglasgarcia,Isto é de uma violência gigantesca! Na ALESP o PL 707/2019 sobre homeschooling está travado na Comissão de Educação por causa do PSOL! Vamos lutar para que ele vá a plenário! https://t.co/RtB4yYkVf5,5079,2021-04-19
ea73fba30edcd077f0dd3f5054095e25,PL 431/2020,douglasgarcia,Meu PL 431/2020 que autoriza o Poder Executivo a instituir o Programa Pró Vida (programa anti-aborto) recebeu como relator um deputado do NOVO. E aí? Será que o Partido de João Amoedo votará a favor da vida ou a favor do genocídio de bebês ainda no ventre?,1463,2021-04-19
933fdcb49f16314b391f549a06550e78,PL 5555/2020,douglasgarcia,"Senador Ângelo Coronel é um déspota, amante de ditaduras. Vejam o PL 5555/2020 que manda prender quem não quer ser vacinado e ainda pode cassar o mandato dos parlamentares que incentivarem o direito de escolha do brasileiro. https://t.co/GgXKr9ONY7",8750,2020-12-21
ea73fba30edcd077f0dd3f5054095e25,PL 431/2020,douglasgarcia,Ontem na tribuna eu defendi castração química aos estupradores em apoio ao PL do Dep @bolsonarosp e ao meu PL 431/2020 que institui o Programa Pró-Vida. Não consegui concluir meu raciocínio pois fui interrompido por uma dep do PSOL que aparentemente não gostou do meu discurso. https://t.co/dkPOPCQ1v4,3143,2020-08-17
ea73fba30edcd077f0dd3f5054095e25,PL 431/2020,douglasgarcia,Meu PL431/2020 que protocolei no final de junho autoriza o Poder Executivo a criar o Programa Pró-Vida. Ele oferece diversos serviços e ajuda em casos de gravidez não planejada. A ideia é usar SIM a estrutura do Estado para combater o aborto.,4186,2020-08-17
faa28548a976b41a6261f64b7d3e931c,PL 2630/2020,douglasgarcia,Enviarei ao senhor hoje mesmo um relatório elaborado pelo meu gabinete com 25 páginas que apontam violações à Constituição Federal sobre o PL2630/2020 (Lei das Fake News). O Sr trabalhará para arquivar essa proposição ou mostrará ao Brasil que este seu discurso é pura hipocrisia? https://t.co/vWM5lqYanc,23176,2020-06-08
faa28548a976b41a6261f64b7d3e931c,PL 2630/2020,douglasgarcia,"O PL2630/2020 é um ataque direto à democracia, à liberdade de expressão e aos direitos fundamentais do povo. Não precisamos de uma lei para “regulamentar o limite do que é publicado”! O código penal JÁ TIPIFICA tudo o que é crime cometido pelas redes sociais. https://t.co/kxKNOHVL3x",4621,2020-06-08
fe7cfbab57365f881a499a0d4d95377f,PEC 15/2015,duartejr_,"Braide assinou, sim, emenda à PEC 15/2015 para possibilitar que estados e municípios optem por direcionar parte dos recursos do FUNDEB para organizações da sociedade civil e para financiar bolsas de estudo em instituições de ensino privadas. https://t.co/C6dW1EmeJ3",101,2020-11-23
c52d19534ceff440f831907d8c076437,MPV 1015/2020,edmilsonpsol,"A obrigação é do governo federal e é bom lembrar que o Ministério da Saúde tem crédito extraordinário de R$ 20 bilhões para a compra de vacinas e para a imunização da população brasileira contra a covid-19, através da MP 1015/2020. #BelémVacinada",79,2021-03-01
759040833f615b8768c44a0bb5ac0710,PL 5217/2020,eduardobraga_am,"O PL 5217/2020 já foi aprovado pelo Senado Federal e depende, agora, da apreciação da Câmara dos Deputados.  Só assim, com total transparência pública, será possível garantir a vacina contra a Covid-19, neste momento, aos grupos prioritários.",6,2021-01-18
5b383a40703b786a7f8ecb47cff02477,PL 1095/2019,eduardobraide,"Aprovado na Câmara, o PL 1095/2019, que prevê pena de reclusão de 2 a 5 anos, além de multa e proibição da guarda aqueles que cometerem maus tratos aos animais. Hoje eles tiveram vez e voz no Congresso. E sempre terão a minha luta! 🐾🐶🐈 https://t.co/zA0Y06WlwW",9,2019-12-16
d6f409c5dbb7ca02bf86e0f143b890f3,PL 11/2021,eduardoleite_,"Sancionei agora há pouco o PL 11/2021, aprovado ontem pela @AssembleiaRS, que autoriza remanejamentos no Orçamento de 2021 para possibilitar compra de vacinas contra a #Covid19. Agradeço aos deputados pela compreensão e pelo apoio neste momento crítico que enfrentamos. https://t.co/9OOYTodUdp",897,2021-02-22
c2381a77cbfef5cc2a63907f8000f808,PEC 32/2020,eusoulivres,"A PEC 32/2020, reforma administrativa proposta pelo governo Bolsonaro, é incompleta e mantém privilégios.   Defendemos uma reforma mais profunda e justa.  Confira nossa nota técnica: https://t.co/91d3yigYMN https://t.co/m7WkM7bQEd",14,2020-09-28
faa28548a976b41a6261f64b7d3e931c,PL 2630/2020,eusoulivres,"O Senado pauta hoje o PL 2.630/2020, que coloca em risco a liberdade de expressão no Brasil. Confira a nota técnica do Livres: https://t.co/UMYTM2hjT4 #SemFakeNewsComDireitos https://t.co/s46Lpkb6Ti",18,2020-06-29
c9127699f9a374ed918550f552928c21,MPV 868/2018,eusoulivres,Esgoto a céu aberto expõe crianças a doenças. Seguimos com problema que muitos países resolveram no séc XIX: o saneamento.  Senador @tassojereissati é relator da MP 868/2018 que moderniza regulação do setor. Projeto que será votado hoje é fundamental pra vencer esse desafio. https://t.co/JuAo8eF77h,176,2019-05-06
c9127699f9a374ed918550f552928c21,MPV 868/2018,eusoulivres,"A Comissão Especial que analisa a MP 868/2018 deverá votar relatório do senador @tassojereissati que moderniza marco regulatório do saneamento no país.  Projeto avança discretamente e sem grande apoio do governo, mas é fundamental para que possamos vencer esse desafio vergonhoso.",56,2019-05-06
faa28548a976b41a6261f64b7d3e931c,PL 2630/2020,eusoumbc,"Graças a internet, uma ferramenta fundamental à garantia da democracia, o establishment perdeu o monopólio da informação, temos o dever de lutar pela liberdade de expressão. Amanhã, o PL 2630/2020, DE AUTORIA DE ALESSANDRO VIEIRA (CIDADANIA/SE), não pode passar! #LeiDaCensuraNao https://t.co/qUuS31C36A",1157,2020-06-01
7c4cbac341769f758f433b3f2e0c08c9,PL 3723/2019,eusoumbc,"O MBC apoia a caça e a conservação no Brasil. Ajudem a divulgar esta votação tão importante, a PL 3723/2019, que dispõe sobre o registro, posse e comercialização de armas de fogo e munição. Apoiem a ANCC - Associação Nacional de Caça e Conservação. É hoje! https://t.co/fYFkVAD4Fe",439,2019-09-23
844015fed4868a424c52bae3eaad210a,PL 4396/2020,evairdemelo,"O PL 4396/2020 veio com a finalidade de prever condições objetivas para o cadastramento e formalização dos serviços turísticos prestados por agricultores familiares e demais empreendedores rurais, o PL altera a Lei n. 11.771/2008, que dispõe sobre a Política Nacional de Turismo. https://t.co/6LIZ6ZA9qn",27,2021-02-15
4cd67206f15b7a52c3495adab039cbfc,PL 3097/2020,evairdemelo,"📍🤝✍O PL 3097/2020 visa dar maior segurança jurídica para os contratos de parceria agrícola, pecuária, agroindustrial e extrativa, reduzindo conflitos e proporcionando melhores condições para investimentos na produção. https://t.co/u0xbKcTODH",11,2021-02-15
e3a46b96ce7809440a326cd436ac3fc2,PL 1830/2020,evairdemelo,"📍🤝✍O PL 1830/2020 propõe que os gestores de saúde poderão dar prioridade para incorporação, aquisição e distribuição de medicamentos fitoterápicos quando existir a comprovação de que eles possuem nível de eficácia similar aos produtos convencionais. https://t.co/NPf3UjDICW",48,2021-01-11
f4d39b5e842f71b84f89f0b6e64176f5,PL 4395/2020,evairdemelo,"O PL 4395/2020 possui a finalidade de promover ações relativas ao planejamento, desenvolvimento e fortalecimento do turismo rural, e impulsionar os produtos e as potencialidades do setor rural brasileiro, propiciando à sociedade o conhecimento e a valorização desse segmento. https://t.co/HyICB13z4G",10,2020-12-28
844015fed4868a424c52bae3eaad210a,PL 4396/2020,evairdemelo,"O PL 4396/2020 veio com a finalidade de prever condições objetivas para o cadastramento e formalização dos serviços turísticos prestados por agricultores familiares e demais empreendedores rurais, o PL altera a Lei n. 11.771/2008, que dispõe sobre a Política Nacional de Turismo. https://t.co/S27UExaULZ",4,2020-12-28
4cd67206f15b7a52c3495adab039cbfc,PL 3097/2020,evairdemelo,"📍🤝✍O PL 3097/2020 visa dar maior segurança jurídica para os contratos de parceria agrícola, pecuária, agroindustrial e extrativa, reduzindo conflitos e proporcionando melhores condições para investimentos na produção.  📍Saiba mais: https://t.co/vsa77Nt1WR https://t.co/kHFeQt8YhQ",4,2020-12-28
e3a46b96ce7809440a326cd436ac3fc2,PL 1830/2020,evairdemelo,"O PL 1830/2020 propõe que os gestores de saúde poderão dar prioridade para incorporação, aquisição e distribuição de medicamentos fitoterápicos quando existir a comprovação de que eles possuem nível de eficácia similar aos produtos convencionais.  https://t.co/0qBQTP4ZFh https://t.co/E4igTTU4Ht",2,2020-12-21
d51d8c078dab1676b4c24b67fc66d4dd,PEC 6/2019,felipesalto,"@CStormstout A reforma da previdência, nos moldes da PEC 6/2019, atinge também os estados. Os impactos são importantes. Veja este nosso estudo - https://t.co/OvQgSapZxN",1,2019-06-03
d51d8c078dab1676b4c24b67fc66d4dd,PEC 6/2019,felipesalto,"Vamos ter mais um Relatório de Acompanhamento Fiscal Especial sobre Previdência. Em foco, as contas sobre o impacto fiscal da PEC 6/2019. https://t.co/YENNJYAMir",10,2019-03-25
